#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis
ASV_2	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	no_hit
ASV_4	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	no_hit
ASV_5	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	no_hit
ASV_6	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no_hit
ASV_7	Metazoa	Arthropoda	Hexanauplia	Calanoida	Calanidae	no_hit	no_hit
ASV_8	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_9	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	no_hit	no_hit
ASV_10	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_11	no_hit	unknown	unknown	unknown	unknown	unknown	Acantharian sp. 6201
ASV_12	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura dioica
ASV_13	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_14	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_15	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	no_hit	no_hit	no_hit
ASV_16	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_17	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_18	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_19	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_20	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo sanguinea
ASV_21	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros tenuissimus
ASV_22	no_hit	Haptophyta	unknown	Phaeocystales	Phaeocystaceae	Phaeocystis	no_hit
ASV_23	no_hit	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	no_hit
ASV_24	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_25	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	no_hit
ASV_26	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_27	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_28	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_29	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_30	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	no_hit
ASV_31	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_32	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	no_hit	no_hit
ASV_33	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_34	no_hit	Bacillariophyta	Coscinodiscophyceae	no_hit	no_hit	no_hit	no_hit
ASV_35	Metazoa	Chordata	Mammalia	no_hit	no_hit	no_hit	no_hit
ASV_36	no_hit	Ciliophora	Prostomatea	Prorodontida	Plagiocampidae	g_	s_
ASV_37	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	no_hit	no_hit
ASV_38	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_39	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_41	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_42	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_43	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	no_hit
ASV_44	no_hit	unknown	Polycystinea	Nassellaria	Plagiacanthidae	Lithomelissa	Lithomelissa setosa
ASV_45	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	no_hit	no_hit
ASV_46	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_47	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	no_hit
ASV_48	no_hit	Dinophyceae	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum triestinum
ASV_49	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_50	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros brevis
ASV_51	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	no_hit
ASV_52	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_53	no_hit	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	s_
ASV_54	no_hit	Dinophyceae	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	no_hit
ASV_55	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	no_hit
ASV_56	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_57	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis
ASV_58	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Phacellophora	Phacellophora camtschatica
ASV_59	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_60	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Warnowiaceae	g_	s_
ASV_61	no_hit	Bacillariophyta	Bacillariophyceae	no_hit	no_hit	no_hit	no_hit
ASV_62	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Warnowiaceae	g_	s_
ASV_63	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_64	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona decipiens
ASV_65	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	no_hit
ASV_66	Fungi	Ascomycota	Dothideomycetes	Dothideales	no_hit	no_hit	no_hit
ASV_67	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	no_hit
ASV_68	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona pulla
ASV_69	no_hit	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	no_hit
ASV_70	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no_hit
ASV_71	no_hit	Haptophyta	no_hit	no_hit	no_hit	g_	s_
ASV_72	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_73	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Ellobiopsidae	g_	s_
ASV_74	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_75	Metazoa	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	g_	s_
ASV_76	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_77	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	no_hit	no_hit
ASV_78	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	no_hit
ASV_79	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_80	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_81	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_82	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_83	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_84	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_85	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	g_	s_
ASV_86	no_hit	Dinophyceae	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	s_
ASV_87	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	no_hit
ASV_88	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_89	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira concaviuscula
ASV_90	no_hit	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	no_hit
ASV_91	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_92	no_hit	Dinophyceae	Dinophyceae	Peridiniales	no_hit	no_hit	no_hit
ASV_93	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_94	no_hit	unknown	Cryptophyceae	no_hit	no_hit	no_hit	no_hit
ASV_95	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Oncaea	no_hit
ASV_96	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-1C-sp1
ASV_97	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_98	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_99	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_100	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_101	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Adenoides	Adenoides eludens
ASV_102	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_103	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Lysilla	Lysilla sp. THS-2012
ASV_104	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Spiniferites	Spiniferites ramosus
ASV_105	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_106	no_hit	Dinophyceae	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. UDMS0803
ASV_107	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_108	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_109	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	Islandinium	Islandinium tricingulatum
ASV_110	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Peridiniopsidaceae	Palatinus	Palatinus apiculatus
ASV_111	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	no_hit
ASV_112	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_113	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	g_	s_
ASV_114	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	g_	s_
ASV_115	no_hit	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_116	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Amphidiniopsidaceae	Archaeperidinium	no_hit
ASV_117	no_hit	Oomycota	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_118	no_hit	Dinophyceae	Dinophyceae	Suessiales	unknown	Dactylodinium	Dactylodinium arachnoides
ASV_119	no_hit	Bacillariophyta	Coscinodiscophyceae	no_hit	no_hit	no_hit	no_hit
ASV_120	no_hit	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Haslea	no_hit
ASV_121	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	g_	s_
ASV_122	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Corycaeidae	no_hit	no_hit
ASV_123	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Calliacantha	Calliacantha natans
ASV_124	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_125	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_126	no_hit	unknown	Acantharea	Chaunacanthida	no_hit	no_hit	no_hit
ASV_127	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	no_hit
ASV_128	no_hit	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia setigera
ASV_129	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_130	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	no_hit
ASV_131	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_132	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_133	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_134	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_135	no_hit	unknown	Choanoflagellata	no_hit	no_hit	no_hit	no_hit
ASV_136	no_hit	Ciliophora	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_137	no_hit	Dinophyceae	Dinophyceae	Coccidiniales	Chytriodiniaceae	g_	s_
ASV_138	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_139	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-4E-sp1
ASV_140	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_141	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_142	no_hit	Dinophyceae	Dinophyceae	Dinophysiales	Dinophysiaceae	Phalacroma	Phalacroma oxytoxoides
ASV_143	no_hit	Dinophyceae	Dinophyceae	unknown	unknown	Theleodinium	Theleodinium calcisporum
ASV_144	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_145	no_hit	Imbricatea	unknown	Thaumatomonadida	no_hit	no_hit	no_hit
ASV_146	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium caudispina
ASV_147	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_148	no_hit	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	g_	s_
ASV_149	no_hit	unknown	Bigyra	Nanomonadea	unknown	Solenicola	s_
ASV_150	no_hit	Haptophyta	unknown	Prymnesiales	no_hit	no_hit	no_hit
ASV_151	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus parvus
ASV_152	no_hit	Oomycota	unknown	Lagenidiales	Haliphthoraceae	g_	s_
ASV_153	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_154	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	no_hit	no_hit
ASV_155	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	no_hit
ASV_156	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	s_
ASV_157	no_hit	unknown	Bigyra	Nanomonadea	unknown	Incisomonas	s_
ASV_158	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	no_hit
ASV_159	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_160	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_161	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta grimpei
ASV_162	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_163	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Minidiscus	no_hit
ASV_164	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	no_hit
ASV_165	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_166	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_167	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	no_hit
ASV_168	no_hit	Ciliophora	Spirotrichea	unknown	Tontoniidae	Pseudotontonia	Pseudotontonia sp. JG-2011a
ASV_169	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	no_hit	no_hit
ASV_170	Metazoa	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	Calocalanus	s_
ASV_171	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no_hit
ASV_172	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-4A-sp1
ASV_173	Viridiplantae	Chlorophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_174	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	no_hit	no_hit	no_hit
ASV_175	no_hit	unknown	Acantharea	Chaunacanthida	Gigartacontidae	Gigartacon	Gigartacon muelleri
ASV_176	no_hit	Haptophyta	unknown	Isochrysidales	Noelaerhabdaceae	no_hit	no_hit
ASV_177	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_178	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_179	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_180	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	no_hit
ASV_181	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_182	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_183	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_184	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_185	no_hit	Cercozoa	unknown	unknown	unknown	g_	s_
ASV_186	no_hit	Dinophyceae	Dinophyceae	Coccidiniales	Chytriodiniaceae	g_	s_
ASV_187	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Warnowiaceae	Proterythropsis	no_hit
ASV_188	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_189	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	no_hit
ASV_191	Metazoa	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	Calocalanus	no_hit
ASV_192	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_193	no_hit	Dinophyceae	Dinophyceae	Coccidiniales	Chytriodiniaceae	g_	s_
ASV_194	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	no_hit	no_hit
ASV_195	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_196	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_197	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_198	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	no_hit
ASV_199	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_200	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama cf. pulchellum
ASV_201	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_202	no_hit	Dinophyceae	Dinophyceae	unknown	unknown	unknown	Thecate dinoflagellate UDTSW0701
ASV_203	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_204	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	s_
ASV_205	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Lysilla	Lysilla sp. THS-2012
ASV_206	no_hit	unknown	Choanoflagellata	no_hit	no_hit	g_	s_
ASV_207	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	g_	s_
ASV_208	no_hit	Ciliophora	Prostomatea	Prorodontida	Colepidae	Tiarina	no_hit
ASV_209	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_210	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Calliacantha	Calliacantha natans
ASV_211	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	Leuckartiara octona
ASV_212	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	no_hit	no_hit
ASV_213	no_hit	unknown	Polycystinea	Collodaria	Collozoidae	Cladococcus	Cladococcus viminalis
ASV_214	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_215	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_216	no_hit	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	Actinocyclus curvatulus
ASV_217	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_218	no_hit	unknown	Acantharea	Chaunacanthida	unknown	g_	s_
ASV_219	no_hit	Dinophyceae	Dinophyceae	Coccidiniales	Chytriodiniaceae	g_	s_
ASV_220	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_221	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Amphilothaceae	Achradina	Achradina pulchra
ASV_222	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_223	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_224	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	no_hit	no_hit
ASV_225	no_hit	unknown	Choanoflagellata	Craspedida	Salpingoecidae	Bicosta	Bicosta minor
ASV_226	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Podolampaceae	Lessardia	Lessardia elongata
ASV_227	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria <tunicates>	Fritillaria borealis
ASV_228	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Diaphanoeca	Diaphanoeca undulata
ASV_229	no_hit	unknown	unknown	unknown	unknown	unknown	phototrophic eukaryote
ASV_230	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	no_hit
ASV_231	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_232	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium caudispina
ASV_233	no_hit	Oomycota	unknown	Lagenidiales	Haliphthoraceae	g_	s_
ASV_234	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_235	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_236	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_237	no_hit	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_238	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	no_hit	no_hit
ASV_239	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	g_	s_
ASV_240	no_hit	unknown	Polycystinea	Spumellaria	Spongodiscidae	no_hit	no_hit
ASV_241	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_242	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_243	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	no_hit
ASV_244	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_245	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_246	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	no_hit
ASV_247	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_248	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_249	Metazoa	Arthropoda	Hexanauplia	Calanoida	Calanidae	no_hit	no_hit
ASV_250	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_251	no_hit	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Salpingella	no_hit
ASV_252	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_253	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	g_	s_
ASV_254	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_255	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_256	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-3C-sp1
ASV_257	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	no_hit
ASV_258	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_259	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_260	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_261	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium excentricum
ASV_262	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	no_hit
ASV_263	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	s_
ASV_264	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_265	no_hit	Oomycota	unknown	Lagenidiales	Haliphthoraceae	Haliphthoros	no_hit
ASV_266	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_267	no_hit	Cercozoa	Thecofilosea	unknown	unknown	g_	s_
ASV_268	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_269	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_270	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	g_	s_
ASV_272	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_273	no_hit	Dinophyceae	Dinophyceae	Coccidiniales	Chytriodiniaceae	g_	s_
ASV_274	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_275	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_276	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_277	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	no_hit
ASV_278	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_279	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
